feature,direction,lag,bucket_type,bucket,label,decile,rows,row_share,events,rate,base,coverage,lift,ci_low,ci_high,sufficient
ret_6m_skip1,HIGH,0,all,ALL,win_100,6,39313,0.10002009917288088,610,0.015516495815633505,0.027258549145021894,0.9990392167328793,0.5692341046136424,0.526118573009694,0.6158227884667716,True
ret_6m_skip1,HIGH,0,all,ALL,win_100,7,39306,0.10000228977918896,639,0.016257059990841094,0.027258549145021894,0.9990392167328793,0.5964022481295578,0.5522413274842636,0.644031629614966,True
ret_6m_skip1,HIGH,0,all,ALL,win_100,8,39271,0.0999132428107294,681,0.017341040462427744,0.027258549145021894,0.9990392167328793,0.6361688720177046,0.5905074212142896,0.6852940954800777,True
ret_6m_skip1,HIGH,0,all,ALL,win_100,9,39301,0.09998956878369473,973,0.02475763975471362,0.027258549145021894,0.9990392167328793,0.9082522926292648,0.8535754090428433,0.9663371209500569,True
ret_6m_skip1,HIGH,0,all,ALL,win_100,10,39379,0.10018801631340463,1875,0.04761421061987354,0.027258549145021894,0.9990392167328793,1.7467624695120323,1.6712088519492216,1.825553703204855,True
ret_6m_skip1,HIGH,0,all,ALL,launch_300,1,39361,0.10014222072962542,730,0.01854627677142349,0.0065894756660077195,0.9990392167328793,2.814529973469025,2.619276109580049,3.024043897886595,True
ret_6m_skip1,HIGH,0,all,ALL,launch_300,2,39278,0.0999310522044213,336,0.008554407047201996,0.0065894756660077195,0.9990392167328793,1.2981923723203828,1.1670862318584037,1.4438852759714524,True
ret_6m_skip1,HIGH,0,all,ALL,launch_300,3,39294,0.09997175939000283,207,0.005267979844251031,0.0065894756660077195,0.9990392167328793,0.7994535697925529,0.6979305153433052,0.9156549543175249,True
ret_6m_skip1,HIGH,0,all,ALL,launch_300,4,39283,0.09994377319991553,144,0.0036657078125397753,0.0065894756660077195,0.9990392167328793,0.5562973441801433,0.47267466018777404,0.6546500195892945,True
ret_6m_skip1,HIGH,0,all,ALL,launch_300,5,39265,0.09989797761613632,124,0.0031580287788106455,0.0065894756660077195,0.9990392167328793,0.4792534245329355,0.4020909894381256,0.5711676765405801,True
ret_6m_skip1,HIGH,0,all,ALL,launch_300,6,39313,0.10002009917288088,113,0.0028743672576501413,0.0065894756660077195,0.9990392167328793,0.43620576254310645,0.3629321879591645,0.5242215562301181,True
ret_6m_skip1,HIGH,0,all,ALL,launch_300,7,39306,0.10000228977918896,119,0.0030275276039281535,0.0065894756660077195,0.9990392167328793,0.45944893909326817,0.3840702916695862,0.549567888037108,True
ret_6m_skip1,HIGH,0,all,ALL,launch_300,8,39271,0.0999132428107294,140,0.003564971607547554,0.0065894756660077195,0.9990392167328793,0.5410099055282523,0.4586231430427647,0.6381341505372975,True
ret_6m_skip1,HIGH,0,all,ALL,launch_300,9,39301,0.09998956878369473,195,0.0049617058090124936,0.0065894756660077195,0.9990392167328793,0.7529742972734245,0.6546445559348478,0.8659888398528153,True
ret_6m_skip1,HIGH,0,all,ALL,launch_300,10,39379,0.10018801631340463,482,0.01224002641001549,0.0065894756660077195,0.9990392167328793,1.857511436479922,1.6997721841580467,2.0296909296669194,True
ret_6m_skip1,HIGH,0,drawdown,0-10,win_50,1,30427,0.10014844364572327,4477,0.147139054129556,0.10229774964699377,0.99900697419777,1.4383410645620196,1.3998670251960814,1.4776859667227196,True
ret_6m_skip1,HIGH,0,drawdown,0-10,win_50,2,30358,0.09992133474206683,3421,0.11268858291060017,0.10229774964699377,0.99900697419777,1.1015744070564875,1.067280836350686,1.1368260368514926,True
ret_6m_skip1,HIGH,0,drawdown,0-10,win_50,3,30375,0.09997728910963435,2904,0.09560493827160493,0.10229774964699377,0.99900697419777,0.934575184708518,0.9027479005923846,0.9674022264851754,True
ret_6m_skip1,HIGH,0,drawdown,0-10,win_50,4,30364,0.09994108334238477,2608,0.08589118693189303,0.10229774964699377,0.99900697419777,0.8396195148796913,0.8093204093622259,0.8709427635227339,True
ret_6m_skip1,HIGH,0,drawdown,0-10,win_50,5,30354,0.09990816900852152,2374,0.0782104500230612,0.10229774964699377,0.99900697419777,0.7645373460603743,0.7355291414007251,0.7945890328872295,True
ret_6m_skip1,HIGH,0,drawdown,0-10,win_50,6,30384,0.10000691201011129,2370,0.07800157977883096,0.10229774964699377,0.99900697419777,0.7624955587781417,0.733537765153476,0.7924963206282367,True
ret_6m_skip1,HIGH,0,drawdown,0-10,win_50,7,30383,0.10000362057672496,2529,0.08323733666853174,0.10229774964699377,0.99900697419777,0.8136771039027234,0.7838260182498613,0.8445582515158325,True
